Frequency (MHz),CISPR11_CE_CLASS_B_Group_1_AVG,CISPR11_CE_CLASS_A_Group_1_AVG
4.235589388,64,96.47315752
4.240088936,64,96.47012961
4.244588484,64,96.4671049
4.249088031,64,96.46408341
4.253587579,64,96.46106511
4.258087127,64,96.45805
4.262586675,64,96.45503808
4.267086222,64,96.45202933
4.27158577,64,96.44902375
4.276085318,64,96.44602134
4.280584866,64,96.44302209
4.285084414,64,96.44002599
4.289583961,64,96.43703303
4.294083509,64,96.43404321
4.298583057,64,96.43105652
4.303082605,64,96.42807296
4.307582153,64,96.42509251
4.3120817,64,96.42211518
4.316581248,64,96.41914095
4.321080796,64,96.41616982
4.325580344,64,96.41320178
4.330079891,64,96.41023683
4.334579439,64,96.40727496
4.339078987,64,96.40431616
4.343578535,64,96.40136043
4.348078083,64,96.39840775
4.35257763,64,96.39545813
4.357077178,64,96.39251156
4.361576726,64,96.38956803
4.366076274,64,96.38662754
4.370575822,64,96.38369007
4.375075369,64,96.38075563
4.379574917,64,96.3778242
4.384074465,64,96.37489578
4.388574013,64,96.37197037
4.39307356,64,96.36904796
4.397573108,64,96.36612853
4.402072656,64,96.3632121
4.406572204,64,96.36029864
4.411071752,64,96.35738815
4.415571299,64,96.35448064
4.420070847,64,96.35157608
4.424570395,64,96.34867448
4.429069943,64,96.34577583
4.433569491,64,96.34288012
4.438069038,64,96.33998735
4.442568586,64,96.33709751
